"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"15.05.2023","831,50","700,00","727,00","699,50","928,33K","0,00%"
"12.05.2023","831,50","831,00","832,00","831,00","0,02K","1,28%"
"11.05.2023","821,00","840,00","845,00","815,00","0,92K","-2,49%"
"10.05.2023","842,00","850,00","858,00","839,00","0,30K","-2,04%"
"09.05.2023","859,50","855,00","867,50","840,00","0,36K","3,43%"
"08.05.2023","831,00","827,00","851,00","825,00","2,06K","1,59%"
"05.05.2023","818,00","836,00","836,00","799,00","1,62K","-3,31%"
"04.05.2023","846,00","850,00","862,00","837,00","1,54K","-0,47%"
"28.04.2023","850,00","838,00","866,00","832,00","34,01K","1,74%"
"27.04.2023","835,50","823,00","846,00","823,00","31,96K","2,64%"
"26.04.2023","814,00","811,00","824,50","807,00","41,19K","-0,67%"
"25.04.2023","819,50","815,00","829,50","813,50","52,59K","-1,62%"
"24.04.2023","833,00","856,00","858,00","813,00","127,49K","-4,58%"
"21.04.2023","873,00","890,00","890,00","858,00","107,80K","-2,40%"
"20.04.2023","894,50","903,00","903,00","886,50","90,02K","-1,21%"
"19.04.2023","905,50","901,00","914,00","898,50","84,83K","0,78%"
"18.04.2023","898,50","894,00","907,00","891,50","77,15K","1,53%"
"17.04.2023","885,00","887,00","893,00","878,00","85,11K","0,11%"
"14.04.2023","884,00","872,00","893,50","872,00","89,54K","0,34%"
"13.04.2023","881,00","890,00","890,00","875,00","122,18K","-1,12%"
"12.04.2023","891,00","898,00","899,00","884,00","105,26K","0,85%"
"11.04.2023","883,50","880,50","898,50","873,50","171,23K","-0,06%"
"10.04.2023","884,00","888,00","895,50","871,50","217,12K","0,68%"
"07.04.2023","878,00","874,50","893,00","866,50","250,96K","0,46%"
"06.04.2023","874,00","876,00","881,50","867,50","235,77K","-1,19%"
"04.04.2023","884,50","892,50","897,00","873,50","404,91K","-1,72%"
"03.04.2023","900,00","907,00","911,50","889,00","444,19K","-0,99%"
"31.03.2023","909,00","910,50","914,50","905,00","385,25K","1,39%"
"30.03.2023","896,50","895,00","908,00","888,50","462,33K","0,90%"
"29.03.2023","888,50","887,50","895,00","882,50","429,50K","1,31%"
"28.03.2023","877,00","875,00","884,00","869,50","398,73K","1,21%"
"27.03.2023","866,50","857,00","878,00","855,00","567,22K","1,35%"
"24.03.2023","855,00","849,00","871,50","844,00","652,13K","-1,04%"
"23.03.2023","864,00","869,00","876,50","851,00","640,85K","-0,86%"
"22.03.2023","871,50","879,00","885,00","857,50","748,62K","-1,47%"
"21.03.2023","884,50","886,50","894,00","877,50","636,12K","-1,61%"
"20.03.2023","899,00","911,00","915,00","882,00","778,02K","-0,72%"
"17.03.2023","905,50","900,50","921,00","889,00","770,22K","-0,60%"
"16.03.2023","911,00","911,50","924,00","897,50","853,77K","-1,83%"
"15.03.2023","928,00","926,00","935,00","922,50","529,44K","0,16%"
"14.03.2023","926,50","920,00","936,00","916,00","699,36K","0,49%"
"13.03.2023","922,00","915,00","930,00","913,00","630,73K","-0,27%"
"10.03.2023","924,50","919,00","932,50","909,00","768,84K","1,71%"
"09.03.2023","909,00","913,00","919,00","897,00","719,21K","-0,22%"
"08.03.2023","911,00","911,00","915,00","904,50","417,78K","0,72%"
"07.03.2023","904,50","900,00","914,00","894,00","483,11K","0,78%"
"06.03.2023","897,50","910,00","912,50","884,50","801,27K","-2,07%"
"03.03.2023","916,50","913,00","923,50","910,00","429,58K","0,77%"
"02.03.2023","909,50","910,00","914,50","905,00","379,35K","1,22%"
"01.03.2023","898,50","891,50","910,50","885,50","534,85K","1,30%"
"28.02.2023","887,00","885,50","892,00","883,00","466,36K","-0,95%"
"27.02.2023","895,50","901,00","906,50","883,00","780,03K","-1,43%"
"24.02.2023","908,50","907,50","917,50","901,00","605,14K","-0,33%"
"23.02.2023","911,50","911,00","917,50","906,00","548,86K","-0,16%"
"22.02.2023","913,00","912,50","917,50","907,00","545,54K","0,00%"
"21.02.2023","913,00","899,00","922,00","898,50","728,08K","2,76%"
"20.02.2023","888,50","881,00","898,50","879,00","599,90K","0,40%"
"17.02.2023","885,00","881,00","893,00","879,50","617,47K","1,49%"
"16.02.2023","872,00","865,00","883,00","861,50","676,24K","0,87%"
"15.02.2023","864,50","856,00","873,00","854,00","652,58K","2,07%"
"14.02.2023","847,00","841,00","859,50","836,00","631,86K","-0,70%"
"13.02.2023","853,00","862,50","867,00","841,00","778,61K","-0,87%"
"10.02.2023","860,50","863,50","869,00","852,50","619,12K","0,41%"
"09.02.2023","857,00","850,50","866,00","848,50","608,08K","1,90%"
"08.02.2023","841,00","839,50","849,00","833,00","710,70K","-0,12%"
"07.02.2023","842,00","850,00","853,00","828,50","815,50K","-0,47%"
"06.02.2023","846,00","850,00","858,00","835,00","727,82K","0,00%"
"03.02.2023","846,00","850,00","856,00","834,00","733,90K","-1,23%"
"02.02.2023","856,50","864,00","870,50","839,00","827,65K","-1,61%"
"01.02.2023","870,50","867,00","881,50","862,50","586,71K","-0,29%"
"31.01.2023","873,00","876,00","880,00","865,50","475,91K","-0,51%"
"30.01.2023","877,50","885,00","890,00","871,00","397,49K","2,45%"
"20.01.2023","856,50","854,50","865,50","848,00","408,95K","0,76%"
"19.01.2023","850,00","845,50","859,50","842,00","616,98K","1,25%"
"18.01.2023","839,50","835,50","848,50","831,50","622,28K","0,66%"
"17.01.2023","834,00","836,00","841,50","826,50","542,98K","-1,42%"
"16.01.2023","846,00","859,00","863,50","830,00","1,09M","-2,76%"
"13.01.2023","870,00","856,50","883,00","854,00","748,52K","2,11%"
"12.01.2023","852,00","850,50","861,50","843,50","639,74K","0,95%"
"11.01.2023","844,00","842,00","852,50","835,00","554,60K","1,20%"
"10.01.2023","834,00","829,50","844,00","826,50","725,77K","0,54%"
"09.01.2023","829,50","845,00","846,50","815,50","1,15M","-1,72%"
"06.01.2023","844,00","845,00","856,00","832,00","800,37K","0,54%"
"05.01.2023","839,50","841,00","847,00","830,00","734,42K","-1,29%"
"04.01.2023","850,50","852,50","860,50","840,00","754,10K","0,12%"
"03.01.2023","849,50","857,00","859,00","842,00","523,31K","-0,64%"
"30.12.2022","855,00","847,00","867,50","842,50","752,44K","1,85%"
"29.12.2022","839,50","838,00","847,50","831,00","766,77K","0,90%"
"28.12.2022","832,00","837,50","838,50","825,00","569,10K","0,30%"
"27.12.2022","829,50","828,00","838,00","818,00","682,13K","1,04%"
"26.12.2022","821,00","825,00","832,00","807,00","826,33K","0,49%"
"23.12.2022","817,00","820,00","827,50","805,50","892,17K","-1,15%"
"22.12.2022","826,50","832,50","835,00","816,00","785,54K","1,79%"
"21.12.2022","812,00","806,50","829,50","797,00","867,88K","1,44%"
"20.12.2022","800,50","794,00","810,00","788,00","821,86K","-0,31%"
"19.12.2022","803,00","821,00","821,50","792,00","1,09M","-2,55%"
"16.12.2022","824,00","830,50","841,50","803,00","1,13M","0,86%"
"15.12.2022","817,00","811,50","832,00","807,50","959,40K","1,62%"
"14.12.2022","804,00","808,50","813,00","794,50","793,16K","0,75%"
"13.12.2022","798,00","802,50","809,50","789,00","803,17K","-1,48%"
"12.12.2022","810,00","811,50","822,50","800,50","797,36K","0,12%"
"09.12.2022","809,00","795,00","823,00","795,00","1,05M","3,98%"
"08.12.2022","778,00","765,50","793,00","765,50","812,67K","-0,13%"
"07.12.2022","779,00","780,00","795,00","761,00","1,05M","-0,13%"
"06.12.2022","780,00","780,50","792,50","773,00","739,88K","-0,64%"
"05.12.2022","785,00","780,00","799,50","772,00","690,62K","2,41%"
"02.12.2022","766,50","753,50","782,50","751,50","469,23K","1,12%"
"01.12.2022","758,00","756,00","767,50","750,00","442,28K","1,20%"
"30.11.2022","749,00","751,00","755,00","740,50","310,98K","0,00%"
"29.11.2022","749,00","732,00","758,00","731,50","389,32K","3,24%"
"28.11.2022","725,50","730,50","735,00","717,50","310,39K","2,47%"
"25.11.2022","708,00","701,00","727,00","694,50","285,28K","0,50%"
"24.11.2022","704,50","700,50","713,00","698,00","226,02K","1,44%"
"23.11.2022","694,50","687,00","707,00","686,50","261,09K","-0,93%"
"22.11.2022","701,00","707,00","713,00","690,00","232,74K","-0,78%"
"21.11.2022","706,50","722,00","723,50","693,50","308,15K","-2,15%"
"18.11.2022","722,00","720,00","730,50","715,00","257,69K","1,62%"
"17.11.2022","710,50","716,00","722,50","702,00","246,81K","-0,35%"
"16.11.2022","713,00","700,00","723,00","698,00","213,31K","1,28%"
"15.11.2022","704,00","696,00","713,50","691,00","179,67K","-0,07%"
"14.11.2022","704,50","687,00","724,00","687,00","244,36K","3,53%"
"11.11.2022","680,50","660,00","697,50","657,00","251,02K","3,34%"
"10.11.2022","658,50","666,00","666,00","652,50","168,13K","-0,68%"
"09.11.2022","663,00","658,00","670,00","655,00","125,65K","2,87%"
"08.11.2022","644,50","639,00","658,00","635,00","122,03K","1,50%"
"07.11.2022","635,00","632,50","646,50","628,00","140,77K","2,83%"
"04.11.2022","617,50","614,00","634,00","599,00","131,97K","1,90%"
"03.11.2022","606,00","602,50","613,50","599,00","86,16K","0,33%"
"02.11.2022","604,00","601,50","614,00","596,00","102,77K","2,11%"
"01.11.2022","591,50","588,00","605,50","577,00","127,27K","0,60%"
"31.10.2022","588,00","598,50","602,50","579,00","114,57K","-3,13%"
"28.10.2022","607,00","609,00","617,00","595,00","142,19K","-2,65%"
"27.10.2022","623,50","628,50","633,00","611,00","66,67K","-1,58%"
"26.10.2022","633,50","631,00","643,50","623,50","59,47K","0,00%"
"25.10.2022","633,50","639,00","641,50","626,50","48,47K","-1,55%"
"24.10.2022","643,50","638,00","655,00","636,50","52,40K","0,39%"
"21.10.2022","641,00","630,00","649,00","628,00","51,05K","0,63%"
"20.10.2022","637,00","649,00","649,00","627,50","72,91K","-1,85%"
"19.10.2022","649,00","647,00","655,00","643,50","34,51K","0,46%"
"18.10.2022","646,00","649,00","655,00","638,00","54,50K","-1,00%"
"17.10.2022","652,50","665,00","667,50","644,00","58,99K","-1,51%"
"14.10.2022","662,50","655,00","670,50","650,50","35,53K","-0,75%"
"13.10.2022","667,50","675,50","678,00","657,00","43,49K","-0,89%"
"12.10.2022","673,50","681,00","684,00","667,00","38,08K","-2,25%"
"11.10.2022","689,00","699,50","702,50","678,50","45,12K","-1,22%"
"10.10.2022","697,50","681,00","702,00","681,00","34,27K","2,05%"
"30.09.2022","683,50","685,00","690,50","677,00","39,66K","0,22%"
"29.09.2022","682,00","673,00","691,00","669,50","46,16K","0,74%"
"28.09.2022","677,00","679,00","684,50","669,00","30,29K","0,52%"
"27.09.2022","673,50","670,00","679,50","667,00","35,25K","0,52%"
"26.09.2022","670,00","675,00","677,00","661,00","50,25K","-1,40%"
"23.09.2022","679,50","680,00","686,00","672,50","36,47K","1,72%"
"22.09.2022","668,00","663,00","678,00","654,50","37,70K","1,91%"
"21.09.2022","655,50","655,00","665,00","647,50","41,36K","-2,02%"
"20.09.2022","669,00","670,50","678,00","655,50","53,14K","-1,18%"
"19.09.2022","677,00","672,00","685,00","666,00","37,60K","0,97%"
"16.09.2022","670,50","679,00","682,00","663,50","41,73K","-1,69%"
"15.09.2022","682,00","678,50","692,00","670,50","46,65K","0,59%"
"14.09.2022","678,00","685,00","685,00","671,50","33,44K","-0,73%"
"13.09.2022","683,00","680,00","689,00","675,00","26,12K","1,41%"
"09.09.2022","673,50","667,50","680,50","663,00","37,88K","2,28%"
"08.09.2022","658,50","648,00","672,50","643,50","49,35K","1,54%"
"07.09.2022","648,50","656,00","663,00","640,00","43,60K","-1,37%"
"06.09.2022","657,50","660,00","664,50","651,50","32,28K","1,54%"
"05.09.2022","647,50","636,50","662,00","631,50","47,76K","1,97%"
"02.09.2022","635,00","643,00","647,50","623,50","47,12K","-3,27%"
"01.09.2022","656,50","658,00","665,50","644,00","37,53K","0,31%"
"31.08.2022","654,50","677,50","677,50","647,50","42,41K","-1,50%"
"30.08.2022","664,50","680,00","682,50","647,50","39,43K","-2,78%"
"29.08.2022","683,50","698,50","701,50","671,00","37,07K","-0,87%"
"26.08.2022","689,50","676,00","699,00","675,00","38,81K","1,10%"
"25.08.2022","682,00","686,00","689,50","673,00","25,42K","0,59%"
"24.08.2022","678,00","679,50","687,50","670,00","20,87K","0,74%"
"23.08.2022","673,00","666,00","683,00","659,00","22,05K","0,75%"
"22.08.2022","668,00","655,00","675,50","652,50","31,00K","1,14%"
"19.08.2022","660,50","662,00","670,50","650,50","28,95K","-1,05%"
"18.08.2022","667,50","668,00","679,00","657,50","30,46K","-2,48%"
"17.08.2022","684,50","703,00","703,00","664,00","29,21K","-1,37%"
"16.08.2022","694,00","682,00","705,00","677,00","21,22K","-1,00%"
"15.08.2022","701,00","705,00","715,00","682,50","30,19K","-0,92%"
"12.08.2022","707,50","720,00","721,00","695,50","24,20K","-0,84%"
"11.08.2022","713,50","711,00","721,50","700,50","24,57K","1,42%"
"10.08.2022","703,50","707,00","714,00","693,50","28,46K","-1,61%"
"09.08.2022","715,00","717,00","732,00","701,50","30,57K","-0,07%"
"08.08.2022","715,50","702,00","725,50","699,50","27,16K","3,32%"
"05.08.2022","692,50","677,00","718,00","670,50","33,58K","0,36%"
"04.08.2022","690,00","702,00","707,00","672,00","25,65K","-2,75%"
"03.08.2022","709,50","716,00","719,00","700,00","19,35K","0,28%"
"02.08.2022","707,50","703,00","721,00","697,50","15,42K","-0,77%"
"01.08.2022","713,00","704,50","730,00","701,00","22,01K","1,49%"
"29.07.2022","702,50","700,50","717,50","690,00","26,88K","1,44%"
"28.07.2022","692,50","670,50","716,50","667,00","33,25K","2,82%"
"27.07.2022","673,50","682,00","687,50","660,00","22,39K","0,97%"
"26.07.2022","667,00","656,50","682,00","648,00","22,94K","1,99%"
"25.07.2022","654,00","630,00","669,50","630,00","29,59K","5,14%"
"22.07.2022","622,00","624,00","631,00","611,00","19,28K","-0,56%"
"21.07.2022","625,50","625,50","633,00","617,00","33,64K","0,89%"
"20.07.2022","620,00","611,00","636,00","599,00","29,42K","0,24%"
"19.07.2022","618,50","620,50","632,00","609,00","24,96K","1,98%"
"18.07.2022","606,50","592,00","620,00","592,00","21,27K","0,41%"
"15.07.2022","604,00","606,00","614,50","590,00","32,14K","-4,58%"
"14.07.2022","633,00","643,00","643,50","616,50","17,58K","0,24%"
"13.07.2022","631,50","625,00","647,50","615,00","16,16K","-1,10%"
"12.07.2022","638,50","654,00","654,00","622,00","15,73K","-2,22%"
"11.07.2022","653,00","667,00","680,00","638,50","13,82K","-3,69%"
"08.07.2022","678,00","674,00","691,50","663,50","9,87K","1,95%"
"07.07.2022","665,00","661,00","683,00","652,50","10,91K","2,31%"
"06.07.2022","650,00","665,00","666,50","631,50","17,13K","-1,66%"
"05.07.2022","661,00","651,00","673,00","642,00","9,22K","0,30%"
"04.07.2022","659,00","678,00","688,50","647,00","9,71K","-4,08%"
"01.07.2022","687,00","702,50","702,50","673,00","9,31K","-3,85%"
"30.06.2022","714,50","723,50","728,00","703,50","7,58K","-1,18%"
"29.06.2022","723,00","725,00","732,50","713,50","7,52K","2,12%"
"28.06.2022","708,00","706,00","725,00","694,00","7,24K","1,87%"
"27.06.2022","695,00","675,50","709,50","671,00","7,23K","2,06%"
"24.06.2022","681,00","693,00","698,50","666,00","9,67K","1,57%"
"23.06.2022","670,50","659,00","690,00","652,50","13,81K","1,67%"
"22.06.2022","659,50","676,00","683,00","646,00","10,89K","-2,94%"
"21.06.2022","679,50","673,00","694,00","660,50","6,95K","-1,74%"
"20.06.2022","691,50","724,00","730,00","661,00","12,78K","-6,24%"
"17.06.2022","737,50","764,00","764,00","722,50","7,43K","-4,47%"
"16.06.2022","772,00","770,00","784,00","764,50","4,60K","-1,22%"
"15.06.2022","781,50","787,00","795,50","766,00","3,62K","-0,38%"
"14.06.2022","784,50","793,50","820,50","770,00","3,64K","-1,75%"
"13.06.2022","798,50","815,00","821,00","782,00","4,26K","-3,21%"
"10.06.2022","825,00","829,00","835,00","814,00","1,74K","-1,32%"
"09.06.2022","836,00","828,50","844,50","825,00","3,15K","0,48%"
"08.06.2022","832,00","828,00","846,00","820,00","1,80K","-0,18%"
"07.06.2022","833,50","828,50","845,00","825,00","2,94K","0,30%"
"06.06.2022","831,00","836,50","841,00","800,00","1,51K","1,90%"
"02.06.2022","815,50","811,50","834,00","802,50","2,58K","1,62%"
"01.06.2022","802,50","799,50","814,00","794,50","1,42K","0,56%"
"31.05.2022","798,00","789,00","806,00","785,50","1,85K","1,72%"
"30.05.2022","784,50","779,50","796,00","774,00","1,99K","1,82%"
"27.05.2022","770,50","758,00","783,00","754,00","1,84K","2,87%"
"26.05.2022","749,00","771,00","771,00","735,00","1,74K","-1,51%"
"25.05.2022","760,50","748,50","775,50","746,00","2,16K","-1,49%"
"24.05.2022","772,00","782,00","786,50","745,00","1,76K","-1,15%"
"23.05.2022","781,00","770,00","796,00","767,00","1,63K","3,10%"
"20.05.2022","757,50","755,50","771,50","745,50","0,96K","3,27%"
"19.05.2022","733,50","739,00","756,50","718,50","1,35K","-10,17%"
"18.05.2022","816,50","835,00","840,00","790,00","559,52K","-2,22%"
"17.05.2022","835,00","840,00","849,00","821,00","514,48K","1,64%"
"16.05.2022","821,50","820,00","836,00","806,00","597,99K","2,24%"
"13.05.2022","803,50","786,50","825,00","780,00","623,16K","-1,41%"
"12.05.2022","815,00","819,50","839,00","792,50","663,75K","0,99%"
"11.05.2022","807,00","787,00","831,00","783,50","576,62K","3,53%"
"10.05.2022","779,50","798,00","809,00","755,50","651,30K","-4,06%"
"09.05.2022","812,50","829,50","832,00","796,00","615,99K","-5,08%"
"06.05.2022","856,00","880,00","884,50","822,00","538,87K","-1,55%"
"05.05.2022","869,50","861,00","882,00","855,00","305,19K","1,64%"
"29.04.2022","855,50","850,50","875,00","838,50","476,75K","2,52%"
"28.04.2022","834,50","825,00","854,50","817,00","559,88K","1,46%"
"27.04.2022","822,50","818,50","834,00","808,00","558,80K","2,11%"
"26.04.2022","805,50","794,50","826,50","783,00","568,26K","-2,95%"
"25.04.2022","830,00","877,50","883,00","792,50","826,44K","-6,74%"
"22.04.2022","890,00","904,00","912,50","876,00","544,27K","-1,44%"
"21.04.2022","903,00","903,00","916,00","890,00","453,68K","0,17%"
"20.04.2022","901,50","889,00","919,50","887,00","555,46K","-1,37%"
"19.04.2022","914,00","925,00","942,00","885,00","684,81K","-0,33%"
"18.04.2022","917,00","913,00","934,00","898,50","507,66K","0,33%"
"15.04.2022","914,00","906,00","925,00","903,50","426,81K","2,70%"
"14.04.2022","890,00","895,00","909,00","867,50","628,00K","-1,17%"
"13.04.2022","900,50","925,00","932,00","880,50","704,01K","0,39%"
"12.04.2022","897,00","874,00","926,00","870,50","531,77K","1,24%"
"11.04.2022","886,00","918,50","922,50","862,00","604,92K","-2,64%"
"08.04.2022","910,00","908,00","928,50","887,50","638,13K","-0,27%"
"07.04.2022","912,50","928,00","936,00","891,50","547,57K","-1,67%"
"06.04.2022","928,00","922,00","944,50","910,00","335,06K","2,32%"
"01.04.2022","907,00","897,00","926,50","886,00","457,41K","1,34%"
"31.03.2022","895,00","903,50","912,50","871,50","508,15K","3,11%"
"30.03.2022","868,00","840,00","898,00","833,50","524,13K","-0,12%"
"29.03.2022","869,00","868,00","879,00","856,00","556,15K","0,70%"
"28.03.2022","863,00","849,50","882,50","842,00","604,24K","3,60%"
"25.03.2022","833,00","815,00","851,00","813,00","500,54K","1,46%"
"24.03.2022","821,00","820,00","830,50","808,50","351,96K","2,11%"
"23.03.2022","804,00","790,00","822,00","785,00","325,47K","-1,29%"
"22.03.2022","814,50","821,50","826,50","794,50","297,40K","-0,85%"
"21.03.2022","821,50","820,50","837,50","807,00","301,99K","0,55%"
"18.03.2022","817,00","805,50","826,50","802,50","247,38K","2,77%"
"17.03.2022","795,00","800,00","808,00","779,00","298,24K","4,40%"
"16.03.2022","761,50","731,00","793,50","730,00","277,41K","1,06%"
"15.03.2022","753,50","758,00","771,00","731,00","325,32K","-3,46%"
"14.03.2022","780,50","790,00","806,00","752,00","275,25K","-2,25%"
"11.03.2022","798,50","789,50","820,00","775,00","277,81K","3,37%"
"10.03.2022","772,50","785,00","801,00","744,00","258,36K","-5,56%"
"09.03.2022","818,00","813,50","835,00","792,50","234,02K","-0,91%"
"08.03.2022","825,50","850,00","851,50","799,00","259,05K","0,24%"
"07.03.2022","823,50","789,00","857,00","784,50","210,63K","4,17%"
"04.03.2022","790,50","775,50","811,00","773,50","204,71K","3,27%"
"03.03.2022","765,50","730,00","792,50","730,00","218,82K","5,59%"
"02.03.2022","725,00","712,00","741,00","712,00","133,29K","3,42%"
"01.03.2022","701,00","691,00","718,50","684,50","122,84K","3,32%"
"28.02.2022","678,50","658,00","693,00","658,00","141,88K","1,57%"
"25.02.2022","668,00","692,00","695,00","638,00","157,65K","-2,20%"
"24.02.2022","683,00","682,00","695,00","672,50","122,57K","0,89%"
"23.02.2022","677,00","656,00","693,50","655,50","112,68K","-0,29%"
"22.02.2022","679,00","685,00","692,00","657,00","92,24K","2,41%"
"21.02.2022","663,00","670,00","680,00","650,50","115,62K","0,61%"
"18.02.2022","659,00","657,00","673,00","647,50","122,80K","-1,79%"
"17.02.2022","671,00","701,00","701,00","653,50","115,54K","-1,83%"
"16.02.2022","683,50","673,50","698,00","670,00","75,52K","-1,58%"
"15.02.2022","694,50","736,00","736,00","670,50","129,67K","-6,72%"
"14.02.2022","744,50","764,00","764,00","730,00","74,83K","-6,59%"
"11.02.2022","797,00","793,50","812,00","767,00","61,07K","3,57%"
"10.02.2022","769,50","754,00","790,50","748,50","41,69K","0,79%"
"09.02.2022","763,50","780,00","783,00","747,50","60,57K","-3,84%"
"08.02.2022","794,00","785,00","806,50","780,00","44,16K","2,32%"
"07.02.2022","776,00","780,00","791,00","761,00","26,24K","1,57%"
"28.01.2022","764,00","743,00","791,00","742,50","44,56K","3,17%"
"27.01.2022","740,50","745,00","750,00","731,00","27,23K","0,75%"
"26.01.2022","735,00","738,00","744,50","723,00","38,36K","1,73%"
"25.01.2022","722,50","711,00","738,00","710,50","40,01K","-1,23%"
"24.01.2022","731,50","723,00","746,00","714,50","48,77K","0,83%"
"21.01.2022","725,50","717,00","734,00","714,00","36,20K","1,68%"
"20.01.2022","713,50","712,50","720,50","707,50","32,59K","1,13%"
"19.01.2022","705,50","687,00","715,50","687,00","49,96K","4,13%"
"18.01.2022","677,50","680,00","687,00","668,50","30,60K","-0,88%"
"17.01.2022","683,50","699,00","699,00","673,00","52,92K","-1,80%"
"14.01.2022","696,00","698,00","706,00","688,00","42,04K","-1,97%"
"13.01.2022","710,00","711,00","719,00","698,50","45,64K","1,28%"
"12.01.2022","701,00","695,00","711,00","688,00","36,20K","2,49%"
"11.01.2022","684,00","668,50","694,00","668,50","36,87K","0,88%"
"10.01.2022","678,00","686,00","686,50","667,00","65,37K","-0,37%"
"07.01.2022","680,50","684,50","689,00","672,50","34,00K","0,67%"
"06.01.2022","676,00","660,50","683,00","660,50","50,88K","3,52%"
"05.01.2022","653,00","655,00","660,00","647,00","24,14K","1,08%"
"04.01.2022","646,00","647,00","656,00","631,00","27,58K","0,54%"
"31.12.2021","642,50","633,00","650,50","633,00","22,57K","0,16%"
"30.12.2021","641,50","631,00","652,00","631,00","39,32K","1,91%"
"29.12.2021","629,50","637,00","639,00","621,50","31,82K","-1,64%"
"28.12.2021","640,00","645,00","650,00","633,00","35,13K","-2,36%"
"27.12.2021","655,50","670,00","676,00","645,50","37,61K","-1,50%"
"24.12.2021","665,50","655,00","672,00","655,00","37,55K","2,15%"
"23.12.2021","651,50","663,00","664,50","644,50","43,56K","-2,32%"
"22.12.2021","667,00","670,50","677,50","655,00","49,21K","0,08%"
"21.12.2021","666,50","646,00","677,00","646,00","57,11K","1,60%"
"20.12.2021","656,00","648,00","665,50","642,50","41,37K","0,54%"
"17.12.2021","652,50","644,00","664,00","641,50","42,14K","3,00%"
"16.12.2021","633,50","620,00","643,50","620,00","36,41K","0,48%"
"15.12.2021","630,50","627,00","641,50","619,50","38,40K","-1,56%"
"14.12.2021","640,50","651,00","656,50","628,00","31,55K","0,47%"
"13.12.2021","637,50","627,50","656,50","617,50","40,77K","2,66%"
"10.12.2021","621,00","620,00","629,00","611,00","37,13K","-0,96%"
"09.12.2021","627,00","641,00","641,00","613,00","47,73K","-3,39%"
"08.12.2021","649,00","649,00","661,00","639,00","36,65K","1,64%"
"07.12.2021","638,50","607,00","661,00","607,00","59,97K","4,84%"
"06.12.2021","609,00","605,00","621,50","598,00","39,86K","1,84%"
"03.12.2021","598,00","600,00","609,50","585,00","41,59K","-2,76%"
"02.12.2021","615,00","622,00","624,50","599,50","38,23K","-0,40%"
"01.12.2021","617,50","601,00","631,00","601,00","32,09K","1,65%"
"30.11.2021","607,50","608,00","625,50","586,50","42,69K","2,53%"
"29.11.2021","592,50","560,00","613,50","559,00","40,45K","2,51%"
"26.11.2021","578,00","593,00","593,00","566,50","35,33K","-3,43%"
"25.11.2021","598,50","600,00","609,00","586,50","35,39K","2,22%"
"24.11.2021","585,50","570,00","601,00","569,00","40,39K","2,72%"
"23.11.2021","570,00","554,50","590,00","553,00","43,86K","5,95%"
"22.11.2021","538,00","530,50","555,50","526,50","32,14K","2,67%"
"19.11.2021","524,00","513,50","539,50","512,50","31,78K","0,00%"
"18.11.2021","524,00","536,00","537,50","512,50","26,80K","-2,60%"
"17.11.2021","538,00","541,50","546,00","530,00","44,72K","-0,65%"
"16.11.2021","541,50","535,00","548,00","532,00","18,14K","0,74%"
"15.11.2021","537,50","533,00","550,00","525,50","25,02K","-0,74%"
"12.11.2021","541,50","552,00","552,00","530,50","22,35K","0,28%"
"11.11.2021","540,00","523,00","563,00","522,00","26,86K","3,05%"
"10.11.2021","524,00","545,50","545,50","511,50","29,96K","-3,85%"
"09.11.2021","545,00","550,50","555,00","537,00","14,79K","-0,46%"
"08.11.2021","547,50","544,00","559,00","540,50","14,87K","1,01%"
"05.11.2021","542,00","557,50","557,50","535,00","24,22K","-2,43%"
"04.11.2021","555,50","569,00","570,00","545,00","23,34K","-1,51%"
"03.11.2021","564,00","547,00","574,00","546,00","29,31K","0,53%"
"02.11.2021","561,00","594,00","599,00","538,50","39,01K","-6,19%"
"01.11.2021","598,00","600,00","620,00","588,00","21,29K","-3,39%"